# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
mazF9	Rv2801c	CCP45600	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
mbtA	Rv2384	CCP45172	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mbtB	Rv2383c	CCP45171	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtE	Rv2380c	CCP45168	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mbtF	Rv2379c	CCP45167	protein_coding	0	1	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0
mbtG	Rv2378c	CCP45166	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
mbtH	Rv2377c	CCP45165	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
mbtI	Rv2386c	CCP45174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtJ	Rv2385	CCP45173	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mbtK	Rv1347c	CCP44105	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mbtL	Rv1344	CCP44102	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mbtM	Rv1345	CCP44103	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mbtN	Rv1346	CCP44104	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mca	Rv1082	CCP43833	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mce1A	Rv0169	CCP42895	protein_coding	0	0	1	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
mce1B	Rv0170	CCP42896	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
mce1C	Rv0171	CCP42897	protein_coding	0	0	1	8	0	0	0	0	4	0	1	0	0	0	0	0	0	0	4
mce1D	Rv0172	CCP42898	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
mce1F	Rv0174	CCP42900	protein_coding	0	2	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	2	1
mce1R	Rv0165c	CCP42891	protein_coding	1	1	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	4
mce2A	Rv0589	CCP43327	protein_coding	0	0	1	8	0	0	0	0	4	0	1	0	0	0	0	0	0	0	4
mce2B	Rv0590	CCP43328	protein_coding	1	0	0	8	0	0	0	0	3	1	0	0	0	0	0	0	0	0	5
mce2C	Rv0591	CCP43330	protein_coding	0	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6
mce2D	Rv0592	CCP43331	protein_coding	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
mce2F	Rv0594	CCP43333	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
mce2R	Rv0586	CCP43324	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
mce3A	Rv1966	CCP44735	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2
mce3B	Rv1967	CCP44736	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
mce3C	Rv1968	CCP44737	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
mce3D	Rv1969	CCP44738	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
mce3F	Rv1971	CCP44740	protein_coding	0	1	1	5	0	0	0	0	4	0	1	0	0	0	0	0	0	1	1
mce3R	Rv1963c	CCP44732	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
mce4A	Rv3499c	CCP46321	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mce4B	Rv3498c	CCP46320	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mce4C	Rv3497c	CCP46319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mce4D	Rv3496c	CCP46318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mce4F	Rv3494c	CCP46316	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mcr	Rv1143	CCP43898	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
mcr10	EBG00000313317	EBG00000313317-1	lincRNA	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
mcr11	EBG00000313343	EBG00000313343-1	lincRNA	0	0	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1
mcr15	EBG00000313340	EBG00000313340-1	lincRNA	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
mcr16	EBG00000313389	EBG00000313389-1	lincRNA	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
mcr19	EBG00000313327	EBG00000313327-1	lincRNA	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
mcr3	EBG00000313377	EBG00000313377-1	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
mcr5	EBG00000313321	EBG00000313321-1	lincRNA	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
mcr7	EBG00000313380	EBG00000313380-1	lincRNA	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
mctB	Rv1698	CCP44463	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
mdh	Rv1240	CCP43996	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
mec	Rv1334	CCP44092	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
menA	Rv0534c	CCP43272	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
menB	Rv0548c	CCP43286	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
menC	Rv0553	CCP43291	protein_coding	2	0	2	3	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0
menD	Rv0555	CCP43293	protein_coding	0	0	1	7	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4
menE	Rv0542c	CCP43280	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
menH	Rv0558	CCP43296	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
mesJ	Rv3625c	CCP46448	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
mesT	Rv3176c	CCP45987	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
metA	Rv3341	CCP46162	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
metB	Rv1079	CCP43830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
metC	Rv3340	CCP46161	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1
metE	Rv1133c	CCP43887	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
metH	Rv2124c	CCP44899	protein_coding	0	0	1	7	0	0	0	0	4	0	1	0	0	0	0	0	0	0	3
metK	Rv1392	CCP44151	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
metS	Rv1007c	CCP43757	protein_coding	0	0	1	6	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4
metT	EBG00000313341	EBG00000313341-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
metU	EBG00000313350	EBG00000313350-1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
metV	EBG00000313384	EBG00000313384-1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
metZ	Rv0391	CCP43121	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	12
mez	Rv2332	CCP45120	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
mfd	Rv1020	CCP43770	protein_coding	0	1	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0
mgtA	Rv0557	CCP43295	protein_coding	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6
mgtC	Rv1811	CCP44577	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
mgtE	Rv0362	CCP43092	protein_coding	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1
mhpE	Rv3469c	CCP46291	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2
mhuD	Rv3592	CCP46415	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
miaA	Rv2727c	CCP45525	protein_coding	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4
mihF	Rv1388	CCP44147	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
mkl	Rv0655	CCP43398	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
mku	Rv0937c	CCP43685	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mmaA1	Rv0645c	CCP43388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmaA2	Rv0644c	CCP43387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmaA3	Rv0643c	CCP43386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmpL1	Rv0402c	CCP43133	protein_coding	1	0	0	9	0	0	0	0	3	1	0	0	0	0	0	0	0	0	6
mmpL10	Rv1183	CCP43939	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
mmpL11	Rv0202c	CCP42930	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
mmpL12	Rv1522c	CCP44286	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
mmpL13a	Rv1145	CCP43900	protein_coding	1	0	0	6	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2
mmpL13b	Rv1146	CCP43901	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
mmpL2	Rv0507	CCP43244	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
mmpL3	Rv0206c	CCP42934	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mmpL4	Rv0450c	CCP43181	protein_coding	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2
mmpL5	Rv0676c	CCP43419	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
mmpL6	Rv1557	CCP44321	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
mmpL7	Rv2942	CCP45745	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
mmpL8	Rv3823c	CCP46652	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3
mmpL9	Rv2339	CCP45127	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
mmpS1	Rv0403c	CCP43134	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
mmpS2	Rv0506	CCP43243	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
mmpS3	Rv2198c	CCP44975	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
mmpS4	Rv0451c	CCP43182	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mmpS5	Rv0677c	CCP43420	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mmr	Rv3065	CCP45874	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mmsA	Rv0753c	CCP43499	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2
mmsB	Rv0751c	CCP43497	protein_coding	0	0	0	20	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2
mmuM	Rv2458	CCP45251	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
mntH	Rv0924c	CCP43672	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
moaA1	Rv3109	CCP45919	protein_coding	0	6	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	6	2
moaA2	Rv0869c	CCP43617	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
moaB1	Rv3110	CCP45920	protein_coding	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9
moaB2	Rv0984	CCP43734	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10
moaC1	Rv3111	CCP45921	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
moaC2	Rv0864	CCP43612	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
moaC3	Rv3324c	CCP46144	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
moaD1	Rv3112	CCP45922	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8
moaD2	Rv0868c	CCP43616	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
moaE1	Rv3119	CCP45929	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
moaE2	Rv0866	CCP43614	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
moaR1	Rv3124	CCP45934	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
moaX	Rv3323c	CCP46143	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
mobA	Rv2453c	CCP45246	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
modA	Rv1857	CCP44623	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
modB	Rv1858	CCP44624	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
modC	Rv1859	CCP44625	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
moeA1	Rv0994	CCP43744	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4
moeA2	Rv0438c	CCP43169	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
moeB1	Rv3206c	CCP46021	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
moeB2	Rv3116	CCP45926	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9
moeW	Rv2338c	CCP45126	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
moeX	Rv1681	CCP44446	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
moeY	Rv1355c	CCP44113	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
mog	Rv0865	CCP43613	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
moxR1	Rv1479	CCP44239	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
moxR2	Rv3692	CCP46516	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
moxR3	Rv3164c	CCP45975	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
mpa	Rv2115c	CCP44890	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mpg	Rv1688	CCP44453	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
mpr11	EBG00000313368	EBG00000313368-1	lincRNA	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
mpr12	EBG00000313313	EBG00000313313-1	lincRNA	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
mpr17	EBG00000313367	EBG00000313367-1	lincRNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
mpr18	EBG00000313385	EBG00000313385-1	lincRNA	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
mpr5	EBG00000313344	EBG00000313344-1	lincRNA	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
mpr6	EBG00000313390	EBG00000313390-1	lincRNA	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
mprA	Rv0981	CCP43731	protein_coding	0	1	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	1	20
mprB	Rv0982	CCP43732	protein_coding	0	0	1	23	0	0	0	0	2	0	1	0	0	0	0	0	0	0	21
mpt53	Rv2878c	CCP45680	protein_coding	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3
mpt64	Rv1980c	CCP44749	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
mpt70	Rv2875	CCP45677	protein_coding	0	0	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2
mpt83	Rv2873	CCP45675	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
mptA	Rv2174	CCP44951	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
mqo	Rv2852c	CCP45653	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
mrp	Rv1229c	CCP43985	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
mrr	Rv2528c	CCP45322	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
mrsA	Rv3441c	CCP46263	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3
mscL	Rv0985c	CCP43735	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
mscR	Rv2259	CCP45040	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
mshA	Rv0486	CCP43220	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
mshB	Rv1170	CCP43926	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
mshC	Rv2130c	CCP44905	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
mshD	Rv0819	CCP43567	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
msrA	Rv0137c	CCP42862	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
msrB	Rv2674	CCP45472	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
mtc28	Rv0040c	CCP42762	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1
mtn	Rv0091	CCP42816	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
mtr	Rv2855	CCP45656	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
mtrA	Rv3246c	CCP46065	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mtrB	Rv3245c	CCP46064	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
murA	Rv1315	CCP44072	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
murB	Rv0482	CCP43216	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
murC	Rv2152c	CCP44928	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
murD	Rv2155c	CCP44931	protein_coding	0	1	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1
murE	Rv2158c	CCP44934	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8
murF	Rv2157c	CCP44933	protein_coding	0	0	1	8	0	0	0	0	4	0	1	0	0	0	0	0	0	0	4
murG	Rv2153c	CCP44929	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
murI	Rv1338	CCP44096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
murX	Rv2156c	CCP44932	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
mutA	Rv1492	CCP44253	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
mutB	Rv1493	CCP44254	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mutT1	Rv2985	CCP45790	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
mutT2	Rv1160	CCP43916	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
mutT3	Rv0413	CCP43144	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mutT4	Rv3908	CCP46737	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mutY	Rv3589	CCP46412	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
mycP1	Rv3883c	CCP46712	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
mycP2	Rv3886c	CCP46715	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
mycP3	Rv0291	CCP43021	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
mycP4	Rv3449	CCP46271	protein_coding	0	0	1	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3
mycP5	Rv1796	CCP44562	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
mymT	Rv0186A	CCP42913	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
nadA	Rv1594	CCP44358	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
nadB	Rv1595	CCP44359	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
nadC	Rv1596	CCP44360	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
nadD	Rv2421c	CCP45212	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
nadE	Rv2438c	CCP45230	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
nadR	Rv0212c	CCP42940	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
nagA	Rv3332	CCP46153	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
nanT	Rv1902c	CCP44669	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
narG	Rv1161	CCP43917	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
narH	Rv1162	CCP43918	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
narI	Rv1164	CCP43920	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
narJ	Rv1163	CCP43919	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
narK1	Rv2329c	CCP45116	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
narK2	Rv1737c	CCP44503	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
narK3	Rv0261c	CCP42990	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
narL	Rv0844c	CCP43592	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
narU	Rv0267	CCP42996	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
narX	Rv1736c	CCP44502	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
nat	Rv3566c	CCP46388	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2
ncrMT1234	EBG00000313387	EBG00000313387-1	lincRNA	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5
ncrMT3949	EBG00000313356	EBG00000313356-1	lincRNA	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
ndhA	Rv0392c	CCP43122	protein_coding	0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5
ndkA	Rv2445c	CCP45238	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
nei	Rv3297	CCP46116	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2
nicT	Rv2856	CCP45657	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
nirB	Rv0252	CCP42981	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
nirD	Rv0253	CCP42982	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
nlhH	Rv1399c	CCP44158	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1
nmtR	Rv3744	CCP46571	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1
nrdB	Rv0233	CCP42961	protein_coding	1	1	1	5	0	0	0	0	3	1	1	0	1	0	0	1	0	1	2
nrdE	Rv3051c	CCP45860	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
nrdF1	Rv1981c	CCP44750	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
nrdF2	Rv3048c	CCP45857	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
nrdH	Rv3053c	CCP45862	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
